客户ID,年龄,性别,收入,推广渠道,活动类型,广告消耗,点击率,转化率,网站访问量,人均页面浏览量,网站停留时间,社交分享量,邮件打开量,邮件点击量,历史购买次数,会员积分,广告平台,广告工具,是否转化,投放日期
8730,42,Female,100972.0,Referral,Awareness,6820.19,0.29,0.12,9,3.81,5.75,83,4,2,4,3913,IsConfid,ToolConfid,1,2023-07-14
8731,42,Female,107351.0,Social Media,Conversion,767.4,0.21,0.12,43,4.78,1.45,59,19,3,3,2287,IsConfid,ToolConfid,1,2023-07-04
8732,50,Male,78479.0,Email,Retention,2164.83,0.17,0.1,32,7.84,11.8,54,12,6,4,649,IsConfid,ToolConfid,1,2023-11-27
8733,55,Female,100732.0,Referral,Awareness,8607.68,0.05,0.19,43,3.22,10.03,5,4,8,4,2673,IsConfid,ToolConfid,1,2023-02-26
8734,23,Female,84875.54,Email,Retention,1307.55,0.03,0.11,9,1.31,7.27,6,4,3,9,627,IsConfid,ToolConfid,0,2023-08-21
8735,61,Male,103625.0,PPC,Retention,1643.73,0.01,0.03,43,3.31,12.82,65,9,1,2,2416,IsConfid,ToolConfid,1,2023-05-10
8736,62,Female,135205.0,PPC,Awareness,5485.63,0.29,0.19,34,9.29,12.82,80,12,9,5,3817,IsConfid,ToolConfid,1,2023-08-01
8737,49,Male,103140.0,Social Media,Retention,2814.36,0.17,0.05,21,1.16,10.66,25,9,9,0,3176,IsConfid,ToolConfid,1,2023-01-28
8738,62,Female,22506.0,PPC,Awareness,2298.55,0.14,0.2,22,2.16,14.16,94,7,3,3,2506,IsConfid,ToolConfid,1,2023-10-29
8739,64,Male,118120.0,Referral,Conversion,5800.55,0.12,0.05,6,1.59,7.08,97,1,7,9,4006,IsConfid,ToolConfid,1,2023-05-07
8740,38,Female,40709.0,PPC,Conversion,6227.96,0.22,0.19,20,4.39,11.07,81,1,1,9,424,IsConfid,ToolConfid,1,2023-06-07
8741,33,Male,78535.0,Social Media,Conversion,1491.54,0.1,0.16,0,6.83,12.54,77,18,7,3,4490,IsConfid,ToolConfid,1,2023-08-12
8742,38,Female,64840.0,SEO,Conversion,5395.05,0.17,0.18,12,9.19,9.72,4,9,4,8,1071,IsConfid,ToolConfid,1,2023-12-30
8743,42,Female,134440.0,Email,Conversion,3931.42,0.3,0.19,8,8.15,8.52,86,14,1,0,3193,IsConfid,ToolConfid,1,2023-03-12
8744,54,Male,132647.0,Email,Retention,7371.72,0.14,0.03,47,3.26,11.11,0,15,7,8,3015,IsConfid,ToolConfid,1,2023-09-17
8745,53,Female,80587.0,Referral,Retention,1117.28,0.17,0.09,49,6.71,5.64,83,9,1,7,3832,IsConfid,ToolConfid,1,2023-01-30
8746,52,Female,79321.0,Social Media,Retention,6244.07,0.16,0.13,46,6.97,5.81,1,9,3,9,2360,IsConfid,ToolConfid,1,2023-09-02
8747,36,Male,84875.54,Social Media,Consideration,4421.28,0.24,0.16,19,1.81,14.66,64,19,1,1,3495,IsConfid,ToolConfid,1,2023-11-23
8748,37,Female,63202.0,Social Media,Consideration,4120.01,0.09,0.06,46,4.84,2.22,9,18,5,1,2299,IsConfid,ToolConfid,1,2023-04-28
8749,42,Male,76588.0,Referral,Awareness,2399.65,0.06,0.18,46,3.8,12.71,49,3,2,3,3900,IsConfid,ToolConfid,1,2023-03-28
8750,64,Female,84875.54,PPC,Consideration,4814.61,0.23,0.05,9,2.41,11.94,50,1,6,5,2099,IsConfid,ToolConfid,1,2023-06-21
8751,58,Female,124801.0,Email,Conversion,8492.12,0.13,0.17,25,1.53,1.29,68,8,5,2,3739,IsConfid,ToolConfid,1,2023-05-24
8752,42,Female,79231.0,Email,Conversion,3331.46,0.27,0.11,49,1.24,10.7,40,10,0,8,4338,IsConfid,ToolConfid,1,2023-01-10
8753,31,Male,41552.0,Email,Conversion,6842.8,0.2,0.11,46,8.73,1.86,57,2,8,6,4172,IsConfid,ToolConfid,1,2023-10-24
8754,32,Female,114671.0,PPC,Awareness,9481.12,0.17,0.11,43,3.98,3.55,76,6,6,0,2345,IsConfid,ToolConfid,1,2023-12-05
8755,48,Female,100227.0,SEO,Awareness,5693.4,0.03,0.03,0,5.44,14.39,67,5,0,9,4429,IsConfid,ToolConfid,0,2023-12-09
8756,18,Female,125297.0,Referral,Awareness,4031.75,0.22,0.08,44,3.62,5.75,23,0,3,3,353,IsConfid,ToolConfid,1,2023-04-20
8757,20,Female,53741.0,SEO,Awareness,2755.91,0.21,0.09,16,2.49,1.32,90,11,3,2,3080,IsConfid,ToolConfid,1,2023-06-28
8758,33,Female,41661.0,SEO,Retention,9347.03,0.2,0.1,16,3.35,8.06,55,17,5,3,2310,IsConfid,ToolConfid,1,2023-12-08
8759,40,Male,61025.0,Email,Awareness,6852.56,0.17,0.15,38,2.53,3.49,99,8,2,5,35,IsConfid,ToolConfid,0,2023-02-11
8760,28,Male,26092.0,SEO,Awareness,6227.96,0.28,0.08,42,7.82,6.68,35,4,1,2,1805,IsConfid,ToolConfid,1,2023-12-03
8761,29,Male,55674.0,Email,Consideration,4318.97,0.1,0.09,11,9.17,1.97,1,12,2,8,4681,IsConfid,ToolConfid,1,2023-03-07
8762,27,Male,20570.0,Email,Retention,8465.98,0.05,0.18,40,4.91,1.89,95,17,3,9,754,IsConfid,ToolConfid,1,2023-08-01
8763,42,Male,32084.0,Referral,Conversion,7165.35,0.3,0.15,14,8.41,7.81,55,14,7,8,80,IsConfid,ToolConfid,1,2023-11-27
8764,33,Male,85843.0,Social Media,Consideration,2903.51,0.23,0.01,0,4.83,5.37,80,14,7,3,329,IsConfid,ToolConfid,1,2023-10-23
8765,25,Male,80752.0,Email,Conversion,6035.83,0.17,0.16,31,5.02,2.75,11,5,0,8,3479,IsConfid,ToolConfid,1,2023-04-21
8766,55,Male,89278.0,SEO,Conversion,4358.92,0.28,0.2,10,5.37,8.92,11,6,8,1,806,IsConfid,ToolConfid,1,2023-12-13
8767,29,Male,127278.0,Referral,Conversion,165.24,0.04,0.19,4,8.38,1.4,84,12,3,8,3326,IsConfid,ToolConfid,1,2023-08-12
8768,41,Male,114328.0,SEO,Conversion,6227.96,0.04,0.17,17,9.43,11.41,71,11,3,3,2470,IsConfid,ToolConfid,1,2023-03-24
8769,45,Male,20765.0,Social Media,Consideration,1316.02,0.21,0.13,49,7.7,1.24,21,9,3,9,4519,IsConfid,ToolConfid,1,2023-10-06
8770,25,Female,146355.0,PPC,Retention,5148.55,0.06,0.06,17,9.0,14.57,73,0,6,3,2190,IsConfid,ToolConfid,1,2023-05-06
8771,45,Female,127268.0,Social Media,Conversion,3428.64,0.17,0.13,22,6.78,11.17,83,10,1,9,4749,IsConfid,ToolConfid,1,2023-04-18
8772,53,Male,44198.0,Referral,Conversion,3486.68,0.25,0.14,6,8.55,13.51,61,15,6,2,2446,IsConfid,ToolConfid,1,2023-07-06
8773,43,Female,81201.0,Social Media,Awareness,4825.91,0.1,0.06,45,6.01,6.88,63,0,9,1,4094,IsConfid,ToolConfid,1,2023-05-31
8774,25,Male,93271.0,Social Media,Retention,9970.53,0.27,0.06,25,7.95,1.34,27,17,1,7,3473,IsConfid,ToolConfid,1,2023-09-21
8775,42,Male,84875.54,Referral,Retention,4142.96,0.17,0.09,0,7.35,3.83,88,10,2,4,389,IsConfid,ToolConfid,0,2023-04-01
8776,45,Male,67199.0,Referral,Awareness,1905.06,0.17,0.13,27,7.74,14.58,27,8,4,9,1287,IsConfid,ToolConfid,1,2023-04-21
8777,45,Female,31377.0,SEO,Consideration,6174.7,0.28,0.07,19,3.11,9.47,3,13,0,5,3693,IsConfid,ToolConfid,1,2023-06-09
8778,54,Female,131578.0,Email,Consideration,2439.25,0.26,0.12,40,2.38,3.8,44,10,7,2,3985,IsConfid,ToolConfid,1,2023-08-23
8779,58,Male,84875.54,PPC,Awareness,1144.94,0.11,0.18,47,6.88,7.5,89,0,5,3,3294,IsConfid,ToolConfid,1,2023-06-24
8780,53,Male,28036.0,PPC,Consideration,596.72,0.06,0.07,22,5.35,5.1,12,10,3,1,3172,IsConfid,ToolConfid,1,2023-09-04
8781,44,Female,60364.0,PPC,Conversion,326.52,0.07,0.19,31,7.88,7.6,82,8,2,2,3735,IsConfid,ToolConfid,1,2023-09-06
8782,34,Male,135227.0,Social Media,Retention,4368.53,0.16,0.1,37,2.32,12.63,97,1,6,9,1498,IsConfid,ToolConfid,1,2023-04-21
8783,26,Male,109905.0,Referral,Consideration,4324.59,0.18,0.03,38,9.53,3.73,79,9,5,4,3031,IsConfid,ToolConfid,1,2023-08-06
8784,50,Female,120353.0,Referral,Conversion,1936.9,0.02,0.02,17,7.34,6.29,3,2,8,3,4986,IsConfid,ToolConfid,1,2023-03-17
8785,37,Female,137971.0,Referral,Conversion,6227.96,0.17,0.07,32,1.21,6.97,60,12,1,9,2036,IsConfid,ToolConfid,1,2023-03-02
8786,30,Female,57443.0,Email,Conversion,1379.78,0.25,0.06,24,6.19,9.01,83,10,5,9,3979,IsConfid,ToolConfid,1,2023-12-16
8787,45,Female,21663.0,Referral,Conversion,9161.64,0.17,0.17,31,3.81,1.63,25,17,9,1,2214,IsConfid,ToolConfid,1,2023-11-27
8788,65,Male,59244.0,Referral,Conversion,5917.0,0.06,0.15,47,3.47,3.5,93,13,0,1,1242,IsConfid,ToolConfid,1,2023-03-21
8789,46,Male,78391.0,Social Media,Awareness,373.4,0.29,0.18,49,9.12,6.27,5,4,3,5,3484,IsConfid,ToolConfid,1,2023-04-24
8790,30,Female,97564.0,SEO,Retention,9633.43,0.09,0.12,49,8.52,12.24,76,7,3,8,1024,IsConfid,ToolConfid,1,2023-06-07
8791,63,Male,105359.0,PPC,Retention,3148.62,0.24,0.09,27,1.09,3.21,55,9,8,6,4224,IsConfid,ToolConfid,1,2023-02-15
8792,52,Female,35077.0,Social Media,Awareness,4554.75,0.07,0.06,12,2.64,13.28,99,5,8,7,4772,IsConfid,ToolConfid,1,2023-10-08
8793,42,Female,77849.0,Social Media,Awareness,2914.26,0.13,0.11,18,7.48,5.42,80,14,7,3,651,IsConfid,ToolConfid,1,2023-12-07
8794,35,Female,125447.0,Social Media,Conversion,7311.37,0.15,0.13,2,8.63,4.18,26,7,7,1,2630,IsConfid,ToolConfid,1,2023-02-19
8795,42,Male,39631.0,PPC,Consideration,4908.23,0.16,0.08,26,7.46,6.44,34,3,4,6,1260,IsConfid,ToolConfid,1,2023-02-25
8796,22,Female,84875.54,Social Media,Retention,1410.49,0.16,0.19,16,5.73,8.53,96,8,2,0,3759,IsConfid,ToolConfid,1,2023-01-09
8797,64,Female,87446.0,SEO,Consideration,1131.62,0.08,0.13,42,9.86,11.14,81,4,9,0,4761,IsConfid,ToolConfid,1,2023-03-12
8798,42,Female,53500.0,Referral,Conversion,7281.22,0.16,0.17,28,8.18,7.42,57,18,4,4,408,IsConfid,ToolConfid,1,2023-12-03
8799,19,Male,39897.0,SEO,Conversion,2447.11,0.15,0.13,48,5.21,12.36,83,16,9,2,3753,IsConfid,ToolConfid,1,2023-03-01
8800,27,Male,78915.0,Referral,Consideration,1464.15,0.07,0.07,43,6.25,12.37,62,1,6,5,2584,IsConfid,ToolConfid,1,2023-07-18
8801,47,Male,57377.0,Referral,Retention,6227.96,0.3,0.15,43,1.4,0.53,32,12,7,3,3608,IsConfid,ToolConfid,1,2023-10-26
8802,42,Male,96670.0,Social Media,Retention,8047.38,0.26,0.05,47,9.68,11.98,94,16,7,6,1944,IsConfid,ToolConfid,1,2023-03-31
8803,62,Male,122760.0,Social Media,Conversion,2859.95,0.27,0.12,32,4.26,6.92,82,13,1,0,784,IsConfid,ToolConfid,1,2023-02-15
8804,22,Female,46897.0,PPC,Consideration,2836.67,0.21,0.09,27,6.95,14.52,96,10,6,5,4426,IsConfid,ToolConfid,1,2023-11-14
8805,50,Female,67280.0,Email,Conversion,8355.42,0.06,0.04,19,7.0,12.39,80,6,3,1,3860,IsConfid,ToolConfid,1,2023-08-03
8806,18,Male,121639.0,SEO,Consideration,1563.55,0.17,0.09,44,1.51,6.07,32,1,3,2,2378,IsConfid,ToolConfid,1,2023-06-07
8807,35,Female,133849.0,PPC,Consideration,6205.6,0.25,0.07,33,3.39,9.7,99,2,8,9,4484,IsConfid,ToolConfid,1,2023-01-27
8808,49,Male,131118.0,PPC,Retention,9554.63,0.02,0.03,15,6.91,3.32,68,10,6,4,4705,IsConfid,ToolConfid,1,2023-07-07
8809,64,Female,77320.0,SEO,Awareness,8428.9,0.15,0.17,38,9.21,4.71,39,2,4,5,2456,IsConfid,ToolConfid,1,2023-08-10
8810,42,Female,92592.0,SEO,Conversion,711.97,0.12,0.11,1,8.01,3.43,46,0,4,0,4480,IsConfid,ToolConfid,0,2023-12-01
8811,28,Female,114486.0,Referral,Consideration,3267.12,0.07,0.08,49,6.22,11.39,44,18,6,4,2039,IsConfid,ToolConfid,1,2023-02-03
8812,38,Female,88289.0,Email,Conversion,1509.51,0.12,0.11,27,3.09,0.62,26,13,8,2,3232,IsConfid,ToolConfid,1,2023-08-14
8813,43,Male,51941.0,Social Media,Consideration,9497.48,0.3,0.15,16,9.54,6.41,6,16,5,8,1997,IsConfid,ToolConfid,1,2023-03-26
8814,42,Male,119676.0,Email,Consideration,9860.82,0.22,0.01,47,4.63,12.64,57,18,9,7,3758,IsConfid,ToolConfid,1,2023-05-10
8815,39,Female,34234.0,Email,Consideration,2426.43,0.1,0.11,19,2.35,10.78,13,18,6,9,4923,IsConfid,ToolConfid,1,2023-03-24
8816,44,Female,95172.0,Social Media,Consideration,6730.02,0.19,0.1,17,1.19,6.62,3,18,3,2,3114,IsConfid,ToolConfid,1,2023-06-21
8817,42,Male,84875.54,Email,Consideration,8432.15,0.08,0.18,27,9.55,9.68,81,18,8,3,644,IsConfid,ToolConfid,1,2023-10-31
8818,30,Male,50783.0,PPC,Awareness,2413.43,0.19,0.12,27,8.0,6.76,33,0,7,9,857,IsConfid,ToolConfid,1,2023-05-10
8819,50,Female,61249.0,PPC,Retention,1958.04,0.27,0.04,15,2.95,12.74,79,10,8,3,3774,IsConfid,ToolConfid,1,2023-04-12
8820,51,Male,63025.0,Social Media,Consideration,210.99,0.17,0.08,32,2.28,8.8,90,0,4,8,1793,IsConfid,ToolConfid,1,2023-02-20
8821,58,Female,36447.0,Social Media,Conversion,4178.43,0.22,0.13,20,9.64,9.67,37,6,0,3,2562,IsConfid,ToolConfid,1,2023-09-09
8822,52,Female,105865.0,SEO,Conversion,9004.43,0.14,0.02,4,3.17,14.84,19,7,7,8,2017,IsConfid,ToolConfid,1,2023-10-18
8823,18,Male,36713.0,Referral,Consideration,9039.5,0.16,0.18,46,5.16,11.67,45,6,7,3,3816,IsConfid,ToolConfid,1,2023-07-07
8824,38,Male,148869.0,Email,Consideration,1364.66,0.21,0.02,44,6.5,4.65,18,14,6,5,1162,IsConfid,ToolConfid,1,2023-02-04
8825,65,Female,24858.0,Email,Consideration,2123.09,0.25,0.02,36,1.56,11.71,0,15,6,4,765,IsConfid,ToolConfid,1,2023-07-31
8826,42,Female,71115.0,Social Media,Awareness,4139.67,0.2,0.01,17,4.1,13.96,22,7,4,5,3810,IsConfid,ToolConfid,1,2023-08-27
8827,45,Female,105008.0,Email,Retention,7828.18,0.29,0.14,4,9.49,4.78,61,9,7,7,3186,IsConfid,ToolConfid,1,2023-07-19
8828,34,Male,79834.0,Referral,Conversion,6227.96,0.25,0.1,47,7.3,12.35,72,3,2,8,3012,IsConfid,ToolConfid,1,2023-10-27
8829,22,Male,102060.0,PPC,Awareness,5187.11,0.24,0.03,42,4.31,3.95,27,12,4,1,860,IsConfid,ToolConfid,1,2023-07-31
8830,48,Female,131923.0,Email,Awareness,5960.13,0.26,0.17,10,8.13,6.79,83,3,9,0,2976,IsConfid,ToolConfid,1,2023-02-08
8831,22,Female,24539.0,Email,Consideration,1052.38,0.09,0.05,21,8.53,10.51,79,18,9,1,413,IsConfid,ToolConfid,0,2023-01-16
8832,55,Male,83983.0,SEO,Retention,4828.87,0.14,0.07,22,2.37,4.03,76,5,8,3,4940,IsConfid,ToolConfid,1,2023-01-29
8833,20,Female,38857.0,Referral,Consideration,9921.43,0.17,0.04,25,6.28,3.22,32,15,7,5,3635,IsConfid,ToolConfid,1,2023-05-23
8834,40,Male,123898.0,Email,Conversion,975.62,0.14,0.19,26,4.3,7.21,2,6,8,4,1132,IsConfid,ToolConfid,1,2023-06-16
8835,54,Male,122207.0,PPC,Retention,5240.54,0.26,0.15,2,5.56,11.86,78,12,7,3,648,IsConfid,ToolConfid,1,2023-01-31
8836,54,Male,25364.0,Email,Consideration,3026.93,0.02,0.15,41,5.22,9.14,15,2,5,7,199,IsConfid,ToolConfid,1,2023-06-23
8837,27,Male,85985.0,Social Media,Conversion,5445.14,0.07,0.12,1,5.53,10.67,29,17,6,2,3458,IsConfid,ToolConfid,1,2023-08-14
8838,27,Female,79169.0,Referral,Awareness,5780.81,0.27,0.11,16,5.7,10.49,24,16,5,0,431,IsConfid,ToolConfid,1,2023-03-01
8839,36,Female,106366.0,Email,Conversion,5816.98,0.03,0.11,2,1.62,8.4,77,2,1,8,851,IsConfid,ToolConfid,0,2023-01-08
8840,34,Female,41078.0,Referral,Conversion,8536.87,0.08,0.08,2,2.6,5.08,0,19,0,6,1332,IsConfid,ToolConfid,1,2023-06-01
8841,38,Female,57574.0,Email,Conversion,3958.5,0.11,0.07,39,6.1,6.61,32,3,0,3,3137,IsConfid,ToolConfid,1,2023-04-07
8842,31,Male,20869.0,PPC,Retention,5211.91,0.23,0.17,15,9.42,6.02,36,10,6,9,1775,IsConfid,ToolConfid,1,2023-07-10
8843,26,Male,124383.0,PPC,Awareness,2498.29,0.17,0.01,11,7.72,1.65,28,17,7,9,2309,IsConfid,ToolConfid,1,2023-04-01
8844,63,Male,82624.0,Referral,Retention,7916.55,0.29,0.11,0,3.15,13.53,36,18,0,0,682,IsConfid,ToolConfid,1,2023-10-26
8845,42,Male,60075.0,SEO,Awareness,2668.93,0.08,0.08,3,4.26,9.81,60,7,0,8,4833,IsConfid,ToolConfid,1,2023-05-26
8846,42,Female,113676.0,SEO,Consideration,8183.89,0.26,0.14,16,4.02,12.93,7,12,6,2,2783,IsConfid,ToolConfid,1,2023-05-31
8847,62,Female,23659.0,Social Media,Consideration,2729.82,0.09,0.05,18,7.93,11.75,0,17,4,3,2258,IsConfid,ToolConfid,1,2023-12-22
8848,30,Female,56370.0,SEO,Conversion,206.81,0.08,0.06,3,9.75,1.49,62,0,8,3,2684,IsConfid,ToolConfid,1,2023-07-31
8849,21,Male,126888.0,Referral,Conversion,1632.83,0.15,0.12,46,4.2,3.64,87,19,8,0,1373,IsConfid,ToolConfid,1,2023-06-08
8850,18,Male,78185.0,SEO,Retention,9858.26,0.03,0.2,38,1.13,14.29,64,16,6,3,3168,IsConfid,ToolConfid,1,2023-04-17
8851,42,Female,137136.0,Social Media,Awareness,3266.03,0.12,0.2,19,9.43,7.2,45,2,6,9,1724,IsConfid,ToolConfid,1,2023-02-27
8852,57,Male,99921.0,Email,Awareness,1177.36,0.11,0.06,48,7.78,12.27,42,6,1,1,4777,IsConfid,ToolConfid,1,2023-10-20
8853,49,Female,63751.0,SEO,Awareness,6227.96,0.06,0.03,40,8.51,8.84,9,5,1,3,1216,IsConfid,ToolConfid,0,2023-08-03
8854,51,Female,82758.0,Referral,Conversion,3172.39,0.26,0.12,38,2.88,12.44,81,14,9,6,3327,IsConfid,ToolConfid,1,2023-03-08
8855,45,Male,84875.54,Referral,Conversion,472.69,0.12,0.09,3,6.81,11.15,84,6,0,7,4375,IsConfid,ToolConfid,1,2023-09-26
8856,48,Female,104873.0,Social Media,Awareness,5163.74,0.29,0.15,16,3.09,4.56,9,6,6,6,4898,IsConfid,ToolConfid,1,2023-11-08
8857,25,Female,25131.0,Social Media,Conversion,2216.04,0.27,0.11,14,1.1,14.87,61,11,4,0,1048,IsConfid,ToolConfid,1,2023-02-06
8858,56,Male,21358.0,PPC,Awareness,5241.18,0.07,0.11,40,2.41,7.61,85,8,0,3,270,IsConfid,ToolConfid,1,2023-10-20
8859,43,Female,143870.0,PPC,Retention,6227.96,0.16,0.13,27,9.31,8.98,50,8,6,6,4122,IsConfid,ToolConfid,1,2023-04-25
8860,51,Male,111150.0,PPC,Consideration,4355.59,0.18,0.03,15,2.94,8.34,44,10,6,5,398,IsConfid,ToolConfid,1,2023-11-12
8861,20,Male,77371.0,Email,Awareness,6019.38,0.25,0.14,5,6.27,13.34,72,9,9,5,1531,IsConfid,ToolConfid,1,2023-08-14
8862,42,Female,102307.0,Referral,Conversion,713.8,0.27,0.1,27,9.71,4.56,72,9,2,5,3945,IsConfid,ToolConfid,1,2023-07-12
8863,29,Female,99139.0,PPC,Retention,4047.62,0.19,0.17,31,1.68,1.39,44,14,2,5,726,IsConfid,ToolConfid,0,2023-09-24
8864,18,Male,36246.0,Referral,Conversion,3094.99,0.02,0.04,16,8.27,6.71,84,15,3,5,192,IsConfid,ToolConfid,1,2023-05-16
8865,61,Male,37216.0,Social Media,Conversion,2479.56,0.15,0.11,24,6.38,13.82,57,7,6,5,3984,IsConfid,ToolConfid,1,2023-01-02
8866,22,Female,61209.0,Email,Conversion,6084.89,0.27,0.19,38,3.91,6.87,94,12,6,7,2874,IsConfid,ToolConfid,1,2023-12-30
8867,47,Female,62987.0,Social Media,Awareness,5926.57,0.22,0.12,16,4.28,4.52,65,8,7,1,3338,IsConfid,ToolConfid,1,2023-11-11
8868,47,Female,128024.0,Referral,Retention,6343.93,0.26,0.19,45,1.24,9.47,23,13,8,0,2396,IsConfid,ToolConfid,1,2023-06-03
8869,34,Male,40577.0,PPC,Awareness,1672.94,0.21,0.14,14,3.3,11.19,96,19,4,5,1209,IsConfid,ToolConfid,1,2023-04-11
8870,65,Female,136526.0,Social Media,Consideration,2928.52,0.02,0.19,49,4.81,7.21,74,17,9,6,694,IsConfid,ToolConfid,1,2023-07-12
8871,64,Male,62320.0,SEO,Awareness,2175.82,0.29,0.07,17,7.45,6.01,64,1,7,9,3697,IsConfid,ToolConfid,1,2023-07-31
8872,40,Female,148038.0,Email,Consideration,5450.99,0.28,0.03,45,3.47,5.79,54,8,0,8,2412,IsConfid,ToolConfid,1,2023-06-23
8873,32,Male,31301.0,Referral,Conversion,4664.55,0.05,0.16,19,6.22,6.61,50,9,1,2,1612,IsConfid,ToolConfid,1,2023-03-02
8874,54,Female,95051.0,PPC,Retention,3369.91,0.04,0.16,22,7.59,12.72,71,19,7,0,4187,IsConfid,ToolConfid,1,2023-01-30
8875,38,Male,112338.0,Social Media,Awareness,7881.55,0.17,0.13,4,7.29,7.5,72,10,7,5,3649,IsConfid,ToolConfid,1,2023-04-22
8876,31,Female,146560.0,Referral,Awareness,1030.34,0.23,0.12,38,6.31,5.06,20,9,8,9,3840,IsConfid,ToolConfid,1,2023-11-12
8877,19,Male,20891.0,PPC,Conversion,9751.48,0.12,0.18,11,6.22,3.14,46,18,6,4,3564,IsConfid,ToolConfid,1,2023-08-07
8878,28,Male,84875.54,Social Media,Conversion,1253.79,0.05,0.04,16,7.49,4.6,21,0,7,3,2895,IsConfid,ToolConfid,0,2023-12-25
8879,42,Female,70457.0,Referral,Conversion,7753.4,0.16,0.13,29,4.02,7.21,28,13,1,9,798,IsConfid,ToolConfid,1,2023-02-03
8880,56,Female,133389.0,SEO,Conversion,3745.48,0.11,0.02,18,5.05,8.44,39,8,7,9,3450,IsConfid,ToolConfid,1,2023-04-08
8881,55,Female,74435.0,SEO,Retention,8666.1,0.11,0.16,31,9.7,9.51,2,4,2,6,2065,IsConfid,ToolConfid,1,2023-05-06
8882,51,Male,40932.0,Referral,Awareness,834.28,0.2,0.09,15,7.02,1.54,48,11,9,4,2221,IsConfid,ToolConfid,1,2023-06-28
8883,55,Female,24192.0,Email,Retention,3809.74,0.27,0.17,1,5.68,9.39,24,19,3,3,1561,IsConfid,ToolConfid,1,2023-04-29
8884,42,Female,36128.0,Referral,Awareness,3420.89,0.17,0.15,11,6.2,5.6,81,17,6,9,1704,IsConfid,ToolConfid,1,2023-01-08
8885,51,Male,42836.0,Social Media,Retention,9932.25,0.21,0.2,48,1.94,4.23,10,16,6,9,3439,IsConfid,ToolConfid,1,2023-03-21
8886,35,Male,44837.0,Email,Retention,9856.94,0.0,0.0,2,6.33,5.3,93,19,5,9,3357,IsConfid,ToolConfid,1,2023-09-28
8887,47,Female,137028.0,SEO,Retention,1979.06,0.17,0.22,7,8.53,11.87,88,7,0,8,1197,IsConfid,ToolConfid,1,2023-12-08
8888,32,Female,136481.0,Social Media,Consideration,76037.7,0.1,0.04,36,5.71,12.15,74,0,8,7,3259,IsConfid,ToolConfid,1,2023-08-24
8889,44,Female,145176.0,Referral,Retention,5401.64,0.12,0.02,23,2.59,2.0,97,3,2,3,2733,IsConfid,ToolConfid,0,2023-03-27
8890,42,Female,145172.0,PPC,Consideration,1628.3,0.1,0.06,48,5.03,7.67,87,11,9,3,3288,IsConfid,ToolConfid,1,2023-11-11
8891,51,Female,42778.0,PPC,Retention,6227.96,0.28,0.06,24,3.5,8.18,47,15,3,9,1497,IsConfid,ToolConfid,1,2023-12-18
8892,42,Male,63130.0,SEO,Awareness,9893.59,0.25,0.09,24,4.24,0.94,31,4,1,8,2633,IsConfid,ToolConfid,1,2023-01-21
8893,55,Female,36708.0,Referral,Consideration,4582.03,0.18,0.04,13,3.03,10.9,2,17,4,7,1536,IsConfid,ToolConfid,1,2023-07-19
8894,42,Female,127481.0,Email,Awareness,1345.43,0.27,0.1,45,4.01,5.82,44,17,5,6,4498,IsConfid,ToolConfid,1,2023-02-21
8895,41,Male,44232.0,SEO,Awareness,2226.42,0.27,0.18,35,8.4,6.56,88,18,5,0,514,IsConfid,ToolConfid,1,2023-11-11
8896,32,Female,77266.0,Social Media,Awareness,2756.65,0.28,0.15,14,7.82,9.34,19,12,0,3,1493,IsConfid,ToolConfid,1,2023-06-09
8897,47,Male,59412.0,Social Media,Consideration,5158.08,0.07,0.17,31,5.41,7.3,19,0,3,0,4965,IsConfid,ToolConfid,1,2023-01-28
8898,59,Female,84875.54,PPC,Conversion,41063.12,0.22,0.16,1,8.04,11.35,50,7,9,4,1126,IsConfid,ToolConfid,1,2023-01-11
8899,42,Male,81196.0,Email,Consideration,4604.62,0.19,0.08,20,9.78,9.14,80,0,3,3,3062,IsConfid,ToolConfid,1,2023-08-04
8900,34,Male,46315.0,PPC,Conversion,1748.35,0.17,0.14,3,4.66,3.78,19,19,2,6,1656,IsConfid,ToolConfid,1,2023-01-13
8901,22,Male,30052.0,Social Media,Consideration,3334.61,0.17,0.15,28,9.82,13.12,81,6,6,7,2638,IsConfid,ToolConfid,1,2023-06-13
8902,46,Female,39521.0,Social Media,Retention,796.13,0.21,0.05,48,3.21,3.63,13,18,3,0,3390,IsConfid,ToolConfid,1,2023-07-20
8903,21,Male,89434.0,Referral,Conversion,8908.13,0.13,0.17,28,9.59,10.85,97,2,6,4,844,IsConfid,ToolConfid,1,2023-04-03
8904,27,Female,102755.0,Referral,Conversion,2067.65,0.25,0.1,22,8.78,11.99,79,17,2,9,1403,IsConfid,ToolConfid,1,2023-01-18
8905,34,Female,89690.0,Referral,Conversion,7593.31,0.24,0.01,2,2.79,10.48,31,17,3,6,2116,IsConfid,ToolConfid,1,2023-09-03
8906,27,Female,55546.0,PPC,Consideration,3560.56,0.07,0.13,20,4.15,6.62,71,5,2,2,2618,IsConfid,ToolConfid,1,2023-04-13
8907,34,Male,99345.0,Email,Consideration,4796.53,0.06,0.14,15,7.37,13.23,41,19,3,8,1451,IsConfid,ToolConfid,1,2023-11-01
8908,37,Female,45972.0,Referral,Conversion,2983.48,0.22,0.11,43,2.72,5.25,79,13,9,7,2284,IsConfid,ToolConfid,1,2023-12-11
